#name	description	is_reversible	data_source	is_spontaneous
CSND	Cytosine deaminase	0	iJO1366	0
ADNt2pp	adenosine transport in via proton symport (periplasm)	0	iJO1366	0
GTPDPDP	guanosine-5_prime_-triphosphate,3_prime_-diphosphate diphosphatase	0	iJO1366	0
RNDR1b3	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
RNDR1b1	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
RNDR1b4	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
NTD10	5_prime_-nucleotidase (XMP)	0	iJO1366	0
NTD11	5_prime_-nucleotidase (IMP)	0	iJO1366	0
NTD12	5_prime_-nucleotidase (dIMP)	0	iJO1366	0
RNDR1b2	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
XTSNH	Xanthosine hydrolase	0	iJO1366	0
DDPA	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	0	iJO1366	0
Htex	proton transport via diffusion (extracellular to periplasm)	1	iJO1366	0
P5CD	1-pyrroline-5-carboxylate dehydrogenase	0	iJO1366	0
2DGULRy	2-dehydro-L-gulonate reductase (NADPH)	0	iJO1366	0
2DGULRx	2-dehydro-L-gulonate reductase (NADH)	0	iJO1366	0
3OAR401	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	1	iJO1366_genetic_unlumping	0
GAMptspp	D-glucosamine transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
P5CR	pyrroline-5-carboxylate reductase	0	iJO1366	0
ACPPAT1201	acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)	0	iJO1366_genetic_unlumping	0
3OAS1401	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	0	iJO1366_genetic_unlumping	0
GTHOr	glutathione oxidoreductase	1	iJO1366	0
ULA4Ntppi	transport (cytoplasm to periplasm)	0	iJO1366	0
GLCtexi	D-glucose transport via diffusion (extracellular to periplasm) irreversible	0	iJO1366	0
MSAR	malonic semialdehyde reductase	0	iJO1366	0
AGM4Pt2pp	GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)	0	iJO1366	0
AOXSr21	8-amino-7-oxononanoate synthase	0	iJO1366_genetic_unlumping	0
HBZOPT	Hydroxybenzoate octaprenyltransferase	0	iJO1366	0
LEUtex	L-leucine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
G5SADs	L-glutamate 5-semialdehyde dehydratase (spontaneous)	0	iJO1366	1
ALAALAtex	D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FMNAT	FMN adenylyltransferase	0	iJO1366	0
ORNtex	ornithine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
2AGPG141tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
RHAT1	rhamnosyltransferase I (LPS core biosynthesis)	0	iJO1366	0
OMMBLHX	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	0	iJO1366	0
OMPHHX	2-octaprenyl-6-methoxyphenol hydroxylase	0	iJO1366	0
PANTS	pantothenate synthase	0	iJO1366	0
E4PD	Erythrose 4-phosphate dehydrogenase	1	iJO1366	0
PLIPA2A180pp	Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)	0	iJO1366	0
TREHpp	alpha,alpha-trehalase (periplasm)	0	iJO1366	0
G3PSabcpp	sn-glycerol-3-phosphoserine transport via ABC system (periplasm)	0	iJO1366	0
CTBTCAL2	Crotonobetaine-CoA Ligase	0	iJO1366	0
ACOAD1f	acyl-CoA dehydrogenase (butanoyl-CoA)	1	iJO1366	0
ACLS	acetolactate synthase	0	iJO1366	0
PUNP5	purine-nucleoside phosphorylase (Inosine)	1	iJO1366	0
GLYCTO4	Glycolate oxidase	0	iJO1366	0
LPLIPAL2ATG120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)	0	iJO1366	0
GLYCTO3	Glycolate oxidase	0	iJO1366	0
GLYCTO2	Glycolate oxidase	0	iJO1366	0
O2Stex	superoxide anion transport via diffusion (extracellular to periplasm)	1	iJO1366	0
LYXt2pp	L-Lyxose transport via proton symport (periplasm)	0	iJO1366	0
SufBCD_mod_1:2Fe2S_mod_1:fe2atp_mediated_FE_loading	SufBCD_mod_1:2Fe2S_mod_1:fe2atp_mediated_FE_loading	0	M_protein_recon	0
LPLIPAL1A180pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)	0	iJO1366	0
2AGPEAT181	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)	0	iJO1366	0
2AGPEAT180	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)	0	iJO1366	0
5MTRtpp	5-Methylthio-D-ribose transport via proton symport (periplasm)	0	iJO1366	0
DAPAL	2,3-diaminopropionate amonnia lyase	0	iJO1366	0
ARBTNtex	aerobactin secretion (to extracellular)	0	iJO1366	0
PAPA181pp	Phosphatidate phosphatase (periplasmic, n-C18:1)	0	iJO1366	0
COBALT2abcpp	Cobalt (Co+2) ABC transporter (periplasm)	0	iJO1366	0
CYTBO3_4pp	cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)	0	iJO1366	0
UMPtex	UMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GALCTt2rpp	D-galactarte transport via proton symport, reversible (periplasm)	1	iJO1366	0
LPLIPAL2G140	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)	0	iJO1366	0
LPLIPAL2G141	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)	0	iJO1366	0
MTRPOX	N-methyltryptophan oxidase	0	iJO1366	0
ADSL2r	adenylosuccinate lyase	1	iJO1366	0
DSERt2pp	D-serine transport in via proton symport (periplasm)	0	iJO1366	0
ACONIs	aconitate isomerase (spontaneous)	1	iJO1366	1
UAGPT3	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	0	iJO1366	0
ASPTA	aspartate transaminase	1	iJO1366	0
GART	GAR transformylase-T	0	iJO1366	0
CYSDDS	D-cysteine desulfhydrase	0	iJO1366	0
DHPTDNRN	dihydropteridine reductase (NADH)	1	iJO1366	0
GAMAN6Ptex	D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DHCIND	2,3-dihydroxycinnamate dehydrogenase	0	iJO1366	0
UDCPPtppi	undecaprenyl phosphate transport (cytoplasm to periplasm)	0	iJO1366	0
ASPO4	L-aspartate oxidase	0	iJO1366	0
OPMEACPS1	3-Oxo-pimeloyl-[ACP] methyl ester synthase	0	iJO1366_genetic_unlumping	0
CTBTt2rpp	cronobetaine outward transport (H+ antiport)	1	iJO1366	0
MDDCP2pp	murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	0	iJO1366	0
UDPACGALtex	UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
INDOLEtex	Indole transport via diffusion (extracellular to periplasm)	1	iJO1366	0
23DAPPAt2pp	2,3-diaminopropionate transport in via proton symport	0	iJO1366	0
LEUTAi	leucine transaminase (irreversible)	0	iJO1366	0
FHL	Formate-hydrogen lyase	0	iJO1366	0
3AMPtex	3AMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
XANtex	xanthine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FCLK	L-fuculokinase	0	iJO1366	0
MALDDH	malate decarboxylating oxidoreductase (decarboxylating)	0	iJO1366	0
IPPMIa	3-isopropylmalate dehydratase	1	iJO1366	0
2AGPG120tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
3HAD1211	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	0	iJO1366_genetic_unlumping	0
CYNTt2pp	Cyanate transport via proton symport (periplasm)	0	iJO1366	0
FACOAL160t2pp	fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling)	0	iJO1366	0
MOHMT	3-methyl-2-oxobutanoate hydroxymethyltransferase	0	iJO1366	0
CYSDtex	D-cysteine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DHDPS	dihydrodipicolinate synthase	0	iJO1366	0
ACtex	Acetate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CFAS180E	cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)	0	iJO1366	0
ALATA_D2	D-alanine transaminase	0	iJO1366	0
NI2t3pp	nickle (Ni+2) transport out via proton antiport (periplasm)	0	iJO1366	0
G1SAT	glutamate-1-semialdehyde aminotransferase	1	iJO1366	0
3OAR1611	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)	0	iJO1366_genetic_unlumping	0
EDA	2-dehydro-3-deoxy-phosphogluconate aldolase	0	iJO1366	0
EDD	6-phosphogluconate dehydratase	0	iJO1366	0
FRUK	fructose-1-phosphate kinase	0	iJO1366	0
GALBDtex	beta D-galactose transport via diffusion (extracellular to periplasm)	1	iJO1366	0
Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:fe2	Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:fe2	0	M_protein_recon	0
GTHRDHpp	glutathione hydralase (periplasmic)	0	iJO1366	0
PRPPS	phosphoribosylpyrophosphate synthetase	1	iJO1366	0
23PDE9pp	2_prime_,3_prime_-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)	0	iJO1366	0
MALTTTRabcpp	maltotetraose transport via ABC system (periplasm)	0	iJO1366	0
DPR	2-dehydropantoate 2-reductase	0	iJO1366	0
MLTGY3pp	murein lytic transglycosylase (murein3p3p) (periplasm)	0	iJO1366	0
FTHFD	formyltetrahydrofolate deformylase	0	iJO1366	0
XTSNtex	xanthosine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
VALabcpp	L-valine transport via ABC system (periplasm)	0	iJO1366	0
THMtex	Thiamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GLUPRT	glutamine phosphoribosyldiphosphate amidotransferase	0	iJO1366	0
PGPP180pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)	0	iJO1366	0
3OAS801	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	0	iJO1366_genetic_unlumping	0
EAR120y1	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	0	iJO1366_genetic_unlumping	0
DHNPA2r	dihydroneopterin aldolase reversible	1	iJO1366	0
KDOPP	3-deoxy-manno-octulosonate-8-phosphatase	0	iJO1366	0
2AGPG181tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
OCBT	ornithine carbamoyltransferase	1	iJO1366	0
DHORD2	dihydoorotic acid dehydrogenase (quinone8)	0	iJO1366	0
DHORD5	dihydroorotic acid (menaquinone-8)	0	iJO1366	0
CPGNexs	coprogen Fe-loading reaction (spontaneaous)	0	iJO1366	1
U23GAAT1	UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase	0	iJO1366_genetic_unlumping	0
AGM4PH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase	0	iJO1366	0
FE3HOXR2	Fe(III)hydroxamate reductase	0	iJO1366	0
ARBTNexs	aerobactin Fe-loading reaction (spontaneous)	0	iJO1366	1
AGM4PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase	0	iJO1366	0
GMPS2	GMP synthase	0	iJO1366	0
MELIBt3ipp	melibiose transport in via antiport (periplasm)	0	iJO1366	0
HPYRI	hydroxypyruvate isomerase	1	iJO1366	0
ADEt2rpp	adenine transport via proton symport (reversible) (periplasm)	1	iJO1366	0
4PEPTabcpp	tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)	0	iJO1366	0
GALt2pp	D-galactose transport in via proton symport (periplasm)	0	iJO1366	0
LPLIPAL1E161pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)	0	iJO1366	0
AGMH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase	0	iJO1366	0
AGMT	agmatinase	0	iJO1366	0
GALabcpp	D-galactose transport via ABC system (periplasm)	0	iJO1366	0
FA120ACPHi1	fatty-acyl-ACP hydrolase	0	iJO1366_genetic_unlumping	0
THMDt2pp	thymidine transport in via proton symport (periplasm)	0	iJO1366	0
SERtex	L-serine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CRNtex	L-carnitine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
HMPK1	hydroxymethylpyrimidine kinase (ATP)	0	iJO1366	0
GLCURt2rpp	D-glucuronate transport via proton symport, reversible (periplasm)	1	iJO1366	0
SO4tex	sulfate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
TAUDO	Taurine dioxygenase	0	iJO1366	0
IDOND2	L-indonate 5-dehydrogenase (NADP)	0	iJO1366	0
ACOAD2f	acyl-CoA dehydrogenase (hexanoyl-CoA)	1	iJO1366	0
FE3Ri	Fe(III) reduction	0	iJO1366	0
DDGLK	2-dehydro-3-deoxygluconokinase	0	iJO1366	0
3AMACHYD	3-aminoacrylate hydrolase	0	iJO1366	0
ACONTa	aconitase (half-reaction A, Citrate hydro-lyase)	1	iJO1366	0
ACONTb	aconitase (half-reaction B, Isocitrate hydro-lyase)	1	iJO1366	0
DMSOR2	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	0	iJO1366	0
BUTCT	Acetyl-CoA:butyrate-CoA transferase	0	iJO1366	0
ASNabcpp	L-asparagine transport via ABC system (periplasm)	0	iJO1366	0
PLIPA1G160pp	Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)	0	iJO1366	0
3HAD601	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	0	iJO1366_genetic_unlumping	0
DADNt2pp	deoxyadenosine transport in via proton symport (periplasm)	0	iJO1366	0
PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	1	iJO1366	0
ETHAtex	ethanolamine transport via diffusion (extracellular)	1	iJO1366	0
3HAD1611	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	0	iJO1366_genetic_unlumping	0
ASPt2pp	L-aspartate transport in via proton symport (periplasm)	0	iJO1366	0
ADNK1	adenosine kinase	0	iJO1366	0
23CGMPtex	23cGMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CLtex	chloride (Cl-1) transport via diffusion (extracellular to periplasm)	1	iJO1366	0
TTDCEAtexi	Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	0	iJO1366	0
CRNCAR	carnitine-CoA racemase	1	iJO1366	0
DXPS	1-deoxy-D-xylulose 5-phosphate synthase	0	iJO1366	0
ACSERtex	O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FORt2pp	formate transport via proton symport (uptake only, periplasm)	0	iJO1366	0
