,genome_region,unique_name,protein_length,gromiha_rate,To,k_f_15C,k_f_16C,k_f_17C,k_f_18C,k_f_19C,k_f_20C,k_f_21C,k_f_22C,k_f_23C,k_f_24C,k_f_25C,k_f_26C,k_f_27C,k_f_28C,k_f_29C,k_f_30C,k_f_31C,k_f_32C,k_f_33C,k_f_34C,k_f_35C,k_f_36C,k_f_37C,k_f_38C,k_f_39C,k_f_40C,k_f_41C,k_f_42C,k_f_43C,k_f_44C,k_f_45C,k_f_46C,k_f_47C,k_f_48C,k_f_49C,k_f_50C,k_f_51C,k_f_52C,k_f_53C,k_f_54C
0,b3642,EG10808,213.0,-16.1,20.0,2.768931038016484e-08,3.605671813720629e-08,4.68672858527316e-08,6.080945490794524e-08,7.87586291753317e-08,1.0182603693119986e-07,1.314198614430764e-07,1.6932159437787757e-07,2.1778124689112318e-07,2.7963588372004786e-07,3.5845695717799436e-07,4.587331482322154e-07,5.86096915846237e-07,7.476047672694853e-07,9.520834551551374e-07,1.2105569587820795e-06,1.5367723072831613e-06,1.947846160817774e-06,2.4650587094373214e-06,3.1148270310901596e-06,3.929896749796669e-06,4.950798865208876e-06,6.227628236577563e-06,7.822211693435563e-06,9.81074746028284e-06,1.2287013932535047e-05,1.5366265306479837e-05,1.9189954710319555e-05,2.39314529662135e-05,2.9802963706012012e-05,3.706387416710944e-05,4.603082666068254e-05,5.708984965720215e-05,7.071095109874557e-05,8.74656515808931e-05,0.00010804802337208928,0.00013329990508554595,0.0001642410837711368,0.00020210537924076163,0.0002483837330340423
1,b2235,EG10661,376.0,7.44,20.0,463.0247900661556,602.9458342131198,783.7217646444817,1016.8648011168373,1317.0135781326405,1702.7502211507494,2197.6225814130025,2831.421029056946,3641.7705871917638,4676.113076734136,5994.170857501352,7671.004324064486,9800.80029773965,12501.558748295189,15920.881953942082,20243.114545197255,25698.136399561397,32572.17486860529,41221.080473553106,52086.603543440135,65716.32130136991,82787.99918632912,104139.33092811907,130804.19401851737,164056.78656567854,205465.28492552871,256956.98700862046,320897.2931839355,400185.33627319307,498369.6171505487,619787.6479999966,769734.3689137861,954665.0057189702,1182439.1015288243,1462613.7092332104,1806795.2091274466,2229060.9524275893,2746463.970725867,3379636.3834770704,4153509.938128362
2,b2411,EG10534,671.0,1.52,20.0,1.2433142482196444,1.6190302607226352,2.104449821105919,2.730485543897038,3.536445093052344,4.572225195142141,5.901056544487895,7.602932248254466,9.778883025152524,12.556299661102553,16.095548647254034,20.598182168391446,26.317110693779515,33.569187763120766,42.75075503998609,54.356814758860025,69.00464040748555,87.46280972094955,110.68685258181226,139.8629570517687,176.4614775871923,222.3023500647833,279.63494983603726,351.2354449248241,440.5253123166344,551.7154194398959,689.9809469850669,861.6734684415042,1074.5777357751003,1338.2221841610587,1664.25390208338,2066.890863614732,2563.466642288194,3175.0856846623096,3927.4105908480933,4851.6068152683265,5985.474863899403,7374.805540190377,9075.000214952182,11153.00562084171
3,b4035,EG10558,371.0,-0.892,22.0,0.06702072358966432,0.0872736556687676,0.11344014594107815,0.14718653563661963,0.1906317002406094,0.24646531754310413,0.31809583146129516,0.4098352620110806,0.5271296594428047,0.6768460106532009,0.8676288544559801,1.1103428401420805,1.4186210799176846,1.8095435304656806,2.304474947413449,2.930098374071367,3.7196878727776492,4.714673545386423,5.966563129569348,7.539297967848687,9.512137362320065,11.983184764719756,15.073692516439216,18.93330966238618,23.74647055907295,29.740161571690376,37.19335027024616,46.448417554660935,57.92499965967368,72.13672587975583,89.7114312928278,111.41553429367097,138.18339933780825,171.15265939400706,211.70665421816202,261.5253543482175,322.64639207723303,397.53811584189884,489.1869307002484,601.2015932245266
4,b1709,EG10128,249.0,2.1,22.0,1.3354210026018438,1.7389706722278235,2.2603509081077173,2.9327643818464937,3.7984307334793996,4.910943120744698,6.338216471285901,8.166169912567604,10.503318684294802,13.486490890303486,17.287933233871808,22.12412921550408,28.26672532595486,36.056048133727145,45.917800941502975,58.383656559444425,74.11661710552903,93.94219781135402,118.88671577705061,150.22423381730252,189.5340326530715,238.77087198940737,300.3507645852916,377.25554153542623,473.1601484401579,592.5874006787413,741.0958647971596,925.507649244183,1154.1842131522758,1437.3598737691634,1787.5445549559838,2220.0095215746,2753.3724466544677,3410.301228695844,4218.359595226742,5211.021788540619,6428.888637962916,7921.143204605849,9747.291083502852,11979.238530834613
5,b2323,EG10274,406.0,-13.3,22.0,2.7383135846234236e-07,3.565802099671577e-07,4.6349050865816516e-07,6.013705439455609e-07,7.788775567759215e-07,1.0070009558519424e-06,1.2996668639920162e-06,1.674493209434272e-06,2.153731308763061e-06,2.7654381009333917e-06,3.5449331957592634e-06,4.536607067040533e-06,5.7961614952943e-06,7.393381279765471e-06,9.415557928860915e-06,1.1971712258922833e-05,1.5197794483610794e-05,1.926307852991801e-05,2.4378013241463464e-05,3.0803848329485384e-05,3.8864419186996e-05,4.8960554095457355e-05,6.158766240859783e-05,7.735717592041844e-05,9.702265125767398e-05,0.00012151150282897618,0.0001519635283650963,0.0001897776179692037,0.0002366683093852077,0.00029473417451621523,0.0003665404039938562,0.0004552184082081234,0.0005645857867677775,0.0006992906479680441,0.0008649850018780892,0.0010685328241451851,0.0013182594146015363,0.001624249880798585,0.0019987059912365784,0.0024563723004593905
6,b1288,EG11528,262.0,8.1,22.0,538.7472838845205,701.5508402161214,911.8906397281046,1183.161596166798,1532.396327973319,1981.215858113481,2557.019023906652,3294.4680752838226,4237.341184474754,5440.838748325898,6974.4500465238625,8925.510756488184,11403.610894240508,14546.047996705525,18524.56303367012,23553.648125470874,29900.77741664659,37898.987521090414,47962.32430824925,60604.7814022849,76463.48611904129,96327.04480789491,121170.14658126471,152195.74796008543,190886.42781405637,239066.82009482064,298979.41059757327,373376.4343028782,465631.1445803845,579872.3596895636,721146.9431204008,895615.7628312251,1110789.724189952,1375813.7101395566,1701807.7220208272,2102276.2330152965,2593598.7867125324,3195617.2461173153,3932337.881640051,4832769.747456293
7,b3281,EG10077,272.0,12.0,22.0,26615.435272847793,34658.32967871907,45049.630918977295,58451.08053824842,75704.13160220366,97876.91559752109,126323.00219042154,162754.79141900392,209335.03220878216,268790.7593555682,344554.91346245963,440942.0908882721,563366.3068219894,718610.395843848,915158.782473079,1163607.9027681476,1477171.6345416775,1872302.802161803,2369456.2856212296,2994024.6287781782,3777483.481427372,4758791.92860818,5986101.999590594,7518842.69267626,9430257.035020433,11810486.412555382,14770315.115648106,18445710.292852376,23003318.922082335,28647114.737267517,35626425.155114464,44245612.14138043,54875732.81624032,67968566.79386048,84073469.37453264,103857594.60730447,128130132.06073141,157871318.36206606,194267122.06347206,238750661.4874568
8,b3942,EG10511,726.0,27.0,22.0,87006320282.84642,113298681820.59837,147268026097.5935,191077597719.30057,247478121375.51868,319961337452.28296,412952088703.3205,532048240601.79865,684319856957.5177,878681661893.3231,1126355997879.4053,1441447355367.9377,1841654244066.5364,2349149868052.599,2991669958474.9204,3803854448894.9136,4828899735439.768,6120590386795.147,7745793761009.039,9787518525085.227,12348659125012.51,15556573486600.201,19568671430051.69,24579227383243.68,30827674074359.133,38608685259989.36,48284416709941.07,60299347394922.04,75198249180803.58,93647915747329.33,116463402751146.6,144639674745835.56,179389723903427.5,222190425631160.9,274837631949349.16,339512281034444.1,418859627643676.75,516084082340669.25,635062596925650.2,780480060091704.4
9,b4070,EG11781,478.0,7.11,22.5,176.47657269363893,229.8058691990022,298.70653566973755,387.56632224434145,501.9645760794507,648.9836605489007,837.5985682894047,1079.1635562088875,1388.018969075669,1782.2467112226143,2284.609273125073,2923.7150607758276,3735.462297715782,4764.825315102661,6068.061023450316,7715.4302582173705,9794.549090471552,12414.509782873722,15710.940668342979,19852.20980346501,25047.019948203506,31553.693603488653,39691.50809868584,49854.5139473927,62528.35710180048,78310.72994169191,97936.19989652435,122306.31210841975,152526.03770449103,189947.84697554464,236224.93279736335,293375.4006799455,363859.5856946789,450673.06229314004,557458.3912522881,688639.2109168519,849580.9417751367,1046783.1506624366,1288109.5325836495,1583062.5362955905
