,genome_region,unique_name,protein_length,Dill_Keq_20C,Dill_Keq_21C,Dill_Keq_22C,Dill_Keq_23C,Dill_Keq_24C,Dill_Keq_25C,Dill_Keq_26C,Dill_Keq_27C,Dill_Keq_28C,Dill_Keq_29C,Dill_Keq_30C,Dill_Keq_31C,Dill_Keq_32C,Dill_Keq_33C,Dill_Keq_34C,Dill_Keq_35C,Dill_Keq_36C,Dill_Keq_37C,Dill_Keq_38C,Dill_Keq_39C,Dill_Keq_40C,Dill_Keq_41C,Dill_Keq_42C,Dill_Keq_43C,Dill_Keq_44C,Dill_Keq_45C,Dill_Keq_46C,Dill_Keq_47C,Dill_Keq_48C,Dill_Keq_49C,Dill_Keq_50C,Dill_Keq_51C,Dill_Keq_52C,Dill_Keq_53C,Dill_Keq_54C,Dill_Keq_55C,Dill_Keq_56C,Dill_Keq_57C,Dill_Keq_58C,Dill_Keq_59C,Dill_Keq_60C,Dill_Keq_61C,Dill_Keq_62C,Dill_Keq_63C,Dill_Keq_64C,Dill_Keq_65C
0,b3642,EG10808,213.0,4.5040204313722774e-06,5.133044180177629e-06,5.936844684848634e-06,6.967140746368308e-06,8.294404388002888e-06,1.0015263430623632e-05,1.2263154900797515e-05,1.5223765913861083e-05,1.9157580181124792e-05,2.443305224544274e-05,3.157579973787321e-05,4.134212379630688e-05,5.4829764358186276e-05,7.364608574209007e-05,0.00010016552967304083,0.00013792690323545967,0.00019225142491857214,0.00027121200919383016,0.0003871657690109333,0.0005591967288625002,0.0008170410518087916,0.0012074458472657358,0.001804554032279216,0.00272700186040053,0.0041662958489396785,0.006434290161014184,0.010043259569989096,0.015842028140406295,0.025249241624767764,0.04065628030433116,0.06612867505164242,0.10863676929645301,0.18023182915440675,0.30192380876724173,0.5106447184539579,0.8718486706694083,1.5024848328204363,2.6131991027209738,4.586440460963566,8.122094651537612,14.511030315089318,26.152666033966273,47.541348600906886,87.15971824720924,161.13897050364153,300.3849135272228
1,b2235,EG10661,376.0,1.2625026306962489e-08,1.4676714790941057e-08,1.7505654656086522e-08,2.1415521856199195e-08,2.6861480535990712e-08,3.4533027604401e-08,4.54880653346299e-08,6.137270178775318e-08,8.478655724903163e-08,1.1989853348559182e-07,1.7349983144003312e-07,2.5683121304190633e-07,3.888009841217015e-07,6.017372958575811e-07,9.518262451579854e-07,1.5383410947131828e-06,2.5396083438410284e-06,4.281310617862829e-06,7.368196087117003e-06,1.2941969869762091e-05,2.319404181432082e-05,4.24007082802767e-05,7.904526799965349e-05,0.0001502352522227848,0.00029103805556827234,0.0005745131992319733,0.0011553523712237012,0.002366391467667006,0.004935275328968804,0.010478167182046734,0.022641560179777302,0.049782173866143704,0.11134959944235094,0.2533103682538956,0.585963230306196,1.3779891296717652,3.2937111907392294,8.000131243164285,19.741922539550817,49.484893486812325,125.96737370826585,325.5804719847976,854.2544815128841,2274.886946262154,6147.409806853119,16853.946615814923
2,b2411,EG10534,671.0,3.033303483122151e-13,3.655245086333212e-13,4.609577293143787e-13,6.079685779277722e-13,8.381314666114393e-13,1.2069622529253168e-12,1.8145512603832267e-12,2.846335891338169e-12,4.655813200002632e-12,7.936925386440062e-12,1.4093372214531872e-11,2.6052268074975444e-11,5.0108314775228434e-11,1.0022517407163479e-10,2.0836229724405245e-10,4.500001238848507e-10,1.0091052936259354e-09,2.3484055748190927e-09,5.669021198061544e-09,1.4188292659159547e-08,3.679858039462569e-08,9.885660068221487e-08,2.749487441672849e-07,7.9135247628014e-07,2.355938311084369e-06,7.251702402197301e-06,2.3067859643749984e-05,7.580149677116767e-05,0.00025719704919437695,0.0009007185414343454,0.0032543700783855844,0.012126119115001305,0.046577763034643775,0.18435912731127194,0.751639541098801,3.1553364624823876,13.633497583613352,60.608177404353576,277.1127699282906,1302.6403049895368,6293.302650528565,31236.6532845204,159231.84038547578,833344.7972799765,4476111.075008191,24666767.334273133
3,b4035,EG10558,371.0,1.5119094812255407e-08,1.756539327348047e-08,2.093135257510211e-08,2.557371813057047e-08,3.2025781730207197e-08,4.109313249911557e-08,5.4008107753759e-08,7.268212228191923e-08,1.0012349678750529e-07,1.4113902668664447e-07,2.0352881636835048e-07,3.0015070432960705e-07,4.525394729242323e-07,6.973456856501067e-07,1.0979615772098996e-06,1.765827333950111e-06,2.900066363290236e-06,4.862331854597415e-06,8.320287748053144e-06,1.4526837101684341e-05,2.5871782844485448e-05,4.698827573152898e-05,8.700565318357729e-05,0.00016420592800091874,0.0003157939299382304,0.0006187056462010603,0.0012345908557361625,0.0025085083652087257,0.005188692317355193,0.01092315185377617,0.023398336579942277,0.05098819691105848,0.11300667149009329,0.25467818808523046,0.5834954795162115,1.3587748147426124,3.215357108613681,7.7302127873536515,18.87748955051231,46.81649315896354,117.8875375401137,301.34571741962,781.8171394190747,2058.2801284526226,5497.688815428363,14895.345680454288
4,b1709,EG10128,249.0,1.2299491613650693e-06,1.407881289161629e-06,1.6394544104164763e-06,1.941713075547157e-06,2.338420954514977e-06,2.8629470096720837e-06,3.5625375255869534e-06,4.504692218965988e-06,5.786764339875583e-06,7.550545781480885e-06,1.0004630207075188e-05,1.3459022640855947e-05,1.837920741985444e-05,2.5471417437797433e-05,3.5818395806158216e-05,5.109762482120003e-05,7.393549641780262e-05,0.00010848765874099412,0.00016139917878850416,0.0002434084836280451,0.0003720526848531277,0.0005762747644339975,0.0009043455430145892,0.00143761690268979,0.002314628639063583,0.0037737693181590258,0.006229494354474343,0.010409796694096576,0.017606511145084203,0.030135373446748583,0.05218956245201354,0.09143808098071246,0.16204679115965426,0.29044112383427667,0.526399537649579,0.9646036306462672,1.7868803177809391,3.34574835763723,6.331130072845838,12.105956865289556,23.387701163517814,45.64444226469848,89.97926980330699,179.1406919282377,360.1530266099626,731.0810300716222
5,b2323,EG10274,406.0,4.2802713190453395e-09,4.994071055638214e-09,5.990522966232704e-09,7.384777041440415e-09,9.352144034022926e-09,1.216261892384257e-08,1.623784883717922e-08,2.224646944187603e-08,3.1266045458139536e-08,4.5062407345138944e-08,6.65791059076793e-08,1.0080879422012592e-07,1.5636973081940436e-07,2.4840469505812696e-07,4.0399954416662054e-07,6.724795493215322e-07,1.14530089500318e-06,1.995122601867549e-06,3.553842269308357e-06,6.471072887298174e-06,1.204139787032677e-05,2.2891525105387525e-05,4.444739402321233e-05,8.811908194150057e-05,0.00017833056841594372,0.0003682948112190052,0.000776002078406612,0.0016676803574717431,0.0036545355627482837,0.008164121072710437,0.01858808052680849,0.04312201783218647,0.1019051455120614,0.2452563470997489,0.6009904581449227,1.4991172806349,3.8056016131008654,9.829492355304522,25.82620973664632,69.0105046141613,187.499082548563,517.8670695861832,1453.7165629041451,4146.59713577221,12016.119416667498,35367.77825973692
6,b1288,EG11528,262.0,7.697045678117068e-07,8.824509552226807e-07,1.0301254323891378e-06,1.2240960685220084e-06,1.4803391730524842e-06,1.8214756455260529e-06,2.279814753262646e-06,2.9019437754530455e-06,3.755712819278927e-06,4.940966427144753e-06,6.6061926044316414e-06,8.974607371641087e-06,1.2385430026176608e-05,1.7359852215302482e-05,2.4707540600579976e-05,3.5700325059631976e-05,5.235834337013702e-05,7.792627297079352e-05,0.000117674043218793,0.00018025691631788653,0.0002800494002268198,0.0004411913295864206,0.0007046740102795301,0.0011408775111911788,0.0018719788095398527,0.0031124097797662073,0.005242644954609539,0.00894513592520774,0.015457253236522125,0.02704666322901705,0.047913644601315995,0.08592074430218159,0.15594100631590166,0.2864028050801665,0.5322074600131665,1.0004709442598039,1.9023124413840722,3.658036183991289,7.112770061052207,13.982695480163137,27.787021724198713,55.81238078552239,113.29111975678434,232.3689656011576,481.52440046136064,1007.994556108481
7,b3281,EG10077,272.0,5.367067611441787e-07,6.160735048135706e-07,7.205302796701913e-07,8.583908476142894e-07,1.0414097641004695e-06,1.2863352869333314e-06,1.6172478002431083e-06,2.0691133308858246e-06,2.693235690948466e-06,3.565704991128524e-06,4.800622231042487e-06,6.571013057387174e-06,9.142245254332842e-06,1.2925984983746493e-05,1.856823330064325e-05,2.7094490190903627e-05,4.015166093069374e-05,6.041547425636142e-05,9.228398367053191e-05,0.00014307065748445392,0.00022507891025972692,0.00035924784732296454,0.0005816276752694132,0.0009550037067825281,0.0015899846546316477,0.0026836670527575347,0.004591274462682348,0.00796029236016307,0.013984252515774401,0.024887908294221817,0.044864407743335374,0.0819042497261347,0.15140125806305768,0.28333465507204986,0.5367186608127074,1.0289661467575415,1.996155872032248,3.9179539114161024,7.779096863319824,15.622064285695252,31.726514150225004,65.15041668549893,135.25708607538937,283.8499353344651,602.063532685001,1290.506634652932
8,b3942,EG10511,726.0,4.175297036538497e-14,5.0652075990803834e-14,6.454354274533751e-14,8.633040895163874e-14,1.2112796488813596e-13,1.781612161445275e-13,2.745318853992627e-13,4.4290462610288076e-13,7.476467721661317e-13,1.3197345318916115e-12,2.434554913225993e-12,4.690707328710993e-12,9.433863197728406e-12,1.9793552515990706e-11,4.3300708518619216e-11,9.870998964215476e-11,2.3435994366938736e-10,5.791974780661569e-10,1.4892211620847408e-09,3.981554221799878e-09,1.1063229660548607e-08,3.193193985924752e-08,9.568947891875216e-08,2.975659085604578e-07,9.59776118702884e-07,3.2093362402224026e-06,1.1120203760186932e-05,3.99079288870872e-05,0.00014827028644633666,0.000570032972007155,0.0022667413295184386,0.009318973187886413,0.039592138503911134,0.17375527865279586,0.7873560602685179,3.682366496154856,17.76751122877676,88.40839704926604,453.47546477639355,2396.822524950235,13048.80026409674,73146.08177789641,422019.7553605254,2505148.3000099366,15294418.992825273,96000509.97065432
9,b4070,EG11781,478.0,3.191867955132657e-10,3.7569618670811485e-10,4.568273021647126e-10,5.735857193823102e-10,7.433377083472724e-10,9.938685894508107e-10,1.3703861518015213e-09,1.94781250279601e-09,2.852746913798313e-09,4.303438809866204e-09,6.683921218384803e-09,1.0684148146622036e-08,1.7570069840975517e-08,2.9714381048504858e-08,5.166025597972838e-08,9.229592722280104e-08,1.693894865871713e-07,3.192364187305446e-07,6.175994277071948e-07,1.2260790415014817e-06,2.4968821024333593e-06,5.2143311299273934e-06,1.1162856132759202e-05,2.448981114533496e-05,5.50412421886733e-05,0.0001266907813949811,0.00029855139383383537,0.0007200717089179944,0.0017769783133269542,0.004485463305813122,0.011577697928570368,0.030549182783699662,0.08237852355217958,0.226956042349328,0.6386470145100396,1.8350638311399499,5.382624199851472,16.112860062923374,49.212069181228124,153.3124255964353,487.05467942860633,1577.473852549862,5207.408806710944,17516.555227196415,60025.695940261314,209499.29956828934
