,genome_region,unique_name,protein_length,Oobatake_Keq_20C,Oobatake_Keq_21C,Oobatake_Keq_22C,Oobatake_Keq_23C,Oobatake_Keq_24C,Oobatake_Keq_25C,Oobatake_Keq_26C,Oobatake_Keq_27C,Oobatake_Keq_28C,Oobatake_Keq_29C,Oobatake_Keq_30C,Oobatake_Keq_31C,Oobatake_Keq_32C,Oobatake_Keq_33C,Oobatake_Keq_34C,Oobatake_Keq_35C,Oobatake_Keq_36C,Oobatake_Keq_37C,Oobatake_Keq_38C,Oobatake_Keq_39C,Oobatake_Keq_40C,Oobatake_Keq_41C,Oobatake_Keq_42C,Oobatake_Keq_43C,Oobatake_Keq_44C,Oobatake_Keq_45C,Oobatake_Keq_46C,Oobatake_Keq_47C,Oobatake_Keq_48C,Oobatake_Keq_49C,Oobatake_Keq_50C,Oobatake_Keq_51C,Oobatake_Keq_52C,Oobatake_Keq_53C,Oobatake_Keq_54C,Oobatake_Keq_55C,Oobatake_Keq_56C,Oobatake_Keq_57C,Oobatake_Keq_58C,Oobatake_Keq_59C,Oobatake_Keq_60C,Oobatake_Keq_61C,Oobatake_Keq_62C,Oobatake_Keq_63C,Oobatake_Keq_64C,Oobatake_Keq_65C
0,b3642,EG10808,213.0,1.58353875793513e-09,2.029913396902318e-09,2.661038154225522e-09,3.5662817854453117e-09,4.884716838937774e-09,6.835850232663334e-09,9.771186077005165e-09,1.4261911904548382e-08,2.1250049964141602e-08,3.231259109456899e-08,5.012945127268773e-08,7.932406564071167e-08,1.27994440645307e-07,2.1054085858021195e-07,3.5296166033426397e-07,6.02910620882012e-07,1.0490655709362281e-06,1.858952502680553e-06,3.3538463527880184e-06,6.159168076566052e-06,1.1510689043681421e-05,2.1886626191934328e-05,4.233054843424742e-05,8.325826336959018e-05,0.00016649508400947395,0.0003384384846725043,0.0006991451683594647,0.0014674748462351849,0.0031289411254137667,0.006775737761051576,0.014899050983532397,0.03325945000628372,0.07535964323050416,0.17327823806204623,0.40424620270833406,0.956667719381905,2.2961868048356426,5.588600613377855,13.790139502571856,34.492530520091705,87.4368389705772,224.59500573703403,584.4755111384353,1540.7014508359787,4113.2301298359025,11119.551724881576
1,b2235,EG10661,376.0,3.837730057450853e-18,6.447890525157509e-18,1.1266356155307122e-17,2.0461469072807834e-17,3.860523252200428e-17,7.562817004652972e-17,1.5375334085622184e-16,3.2422609695057485e-16,7.088201220537131e-16,1.605736471592978e-15,3.767483778692914e-15,9.150804551050686e-15,2.2998151340707985e-14,5.977923847391481e-14,1.6063222455941183e-13,4.460091857860274e-13,1.2790592164415321e-12,3.786892252282738e-12,1.1569996321615525e-11,3.646336490923628e-11,1.1848721528576663e-10,3.9682415353823763e-10,1.369177650021609e-09,4.8649950860300925e-09,1.779484621529652e-08,6.697706404127393e-08,2.593052139417154e-07,1.032250987076259e-06,4.223633953288403e-06,1.7756381050440222e-05,7.667123278894997e-05,0.00033991088290566526,0.0015466760340717292,0.007220786460479892,0.03457576779147179,0.1697519494712095,0.8542181541142273,4.4044473340304915,23.261737288704495,125.80052033479986,696.4271407210489,3945.3650239336216,22865.67911713444,135529.99695145583,821319.1853671318,5087287.791440154
2,b2411,EG10534,671.0,61.575792012138805,59.79433850703818,62.51316377281754,70.29290560692002,84.92859055710704,110.14859926971283,153.20510530959328,228.31237811805457,364.2055005093316,621.3398639587795,1132.630745069466,2204.14622623829,4575.173678082746,10120.865901883946,23839.87212269127,59745.47078281168,159171.31866380884,450435.43701543764,1352889.9148851535,4309370.468205887,14546244.94102444,51992744.36281281,196636089.0856198,786304766.860455,3322071309.3163877,14818527705.595448,69738305167.48978,346022622857.361,1808861145414.4548,9955858043880.209,57654625679880.08,351062936153897.3,2246200741868990.5,1.5091981988960912e+16,1.064151304237288e+17,7.869533316735058e+17,6.099804893137544e+18,4.952686819796407e+19,4.209824446658052e+20,3.743942191665803e+21,3.481638528250854e+22,3.3835957161421396e+23,3.434533535465095e+24,3.6392274319683346e+25,4.02312680504862e+26,4.6376240451625605e+27
3,b4035,EG10558,371.0,25708.701491570275,21543.928188942824,18861.4959193067,17241.653256002388,16446.826277268323,16362.07601951816,16966.96652070132,18329.03238892496,20616.172618622324,24131.085765336393,29377.620292556167,37179.30799348998,48888.676445119076,66760.28439588139,94626.95238986249,139150.67909394563,212187.4765649977,335360.03475149645,549106.0276060052,931008.4576980885,1633825.3139963418,2966313.9817591473,5569238.972191483,10808173.7458756,21672036.17268431,44880111.33889114,95947450.83537367,211670013.85208482,481676246.7429763,1130178971.4842548,2733152555.1043205,6809828152.436205,17474204036.828083,46161859812.21164,125496556112.27727,350980638550.102,1009438348787.1627,2984464095083.008,9067542824749.693,28300783791476.69,90707641604754.1,298455007549031.2,1007763162182355.8,3490918548026015.0,1.2401709160296352e+16,4.516945381448674e+16
4,b1709,EG10128,249.0,5471836.626855681,4395519.020896868,3634686.1822911673,3092684.7804750702,2706768.8550216616,2435851.117830864,2253066.8867167626,2141230.004499626,2090080.0358013161,2094689.5060133117,2154679.0800634637,2274065.753574477,2461695.9178975224,2732325.23070319,3108527.625409969,3623775.2550583086,4327268.486964087,5291470.506817392,6623914.707507257,8485876.40131559,11122233.368822236,14909813.95712617,20436701.319190234,28634062.514119454,40998292.05941329,59970540.8997571,89594236.84355097,136670343.93463966,212816093.43283597,338186380.3199806,548297592.0590936,906721342.0720822,1529040066.7508092,2628713211.814954,4606172077.20462,8224405094.386145,14960029445.213057,27715434588.855854,52284301276.09672,100411109377.28857,196270441701.58972,390385692735.34875,789956628862.997,1625881052502.2246,3402965493227.175,7241323008537.347
5,b2323,EG10274,406.0,1.0310225834637693e-09,1.6308469951927351e-09,2.682768628122468e-09,4.5871577419860705e-09,8.148236987104392e-09,1.5028503164466537e-08,2.8765764820918834e-08,5.711151190868275e-08,1.175551497133138e-07,2.5073556113031853e-07,5.539055183220345e-07,1.2667569611912407e-06,2.9976727331645126e-06,7.3368045577752165e-06,1.8563633744573965e-05,4.8535194269911303e-05,0.00013106767970209263,0.00036541776960767527,0.0010513610134272513,0.0031203112069882488,0.009548742111382026,0.030117411952703756,0.09786693528695707,0.32751210861790986,1.1282892755591964,3.999875279904772,14.586091166162495,54.69326675335757,210.79951210511186,834.8083335142597,3395.6920490356715,14182.059748214257,60794.90076478695,267399.95269929455,1206350.337115725,5580296.008472942,26458697.006580345,128547870.15785114,639744129.4501473,3260276662.905942,17008772722.53864,90808692930.82448,496004029513.4212,2770866230111.4033,15826669526616.092,92401696665648.61
6,b1288,EG11528,262.0,5.878119874868629e-11,8.837325934815728e-11,1.3636299435176584e-10,2.1587821680299472e-10,3.505125378337994e-10,5.834839169166973e-10,9.95486284390005e-10,1.7401050106914932e-09,3.1153322603077496e-09,5.710566103843245e-09,1.0714184357976093e-08,2.0568642127570493e-08,4.0390771668466236e-08,8.110622767239616e-08,1.6649043189838218e-07,3.4926643420232873e-07,7.485629226062846e-07,1.638615132464162e-06,3.66250274259397e-06,8.356189835427479e-06,1.9455696071362275e-05,4.621404153685452e-05,0.00011196238315495316,0.00027658290877082453,0.0006964970228279395,0.0017874802738358285,0.00467390945182096,0.012448784441981848,0.033765513445396536,0.09324235102856475,0.26208473406749305,0.7496448917894162,2.181488694571483,6.457040031408978,19.435609077023475,59.4770506877601,185.0082482975509,584.8282040700772,1878.3112599540552,6127.970166919396,20304.14134539283,68309.61897828682,233302.7917562936,808745.0960397538,2844926.533364905,10153442.818103662
7,b3281,EG10077,272.0,2.3804674941827427e-11,3.1917321256970865e-11,4.404789621165581e-11,6.254408573137394e-11,9.13355979002248e-11,1.371259463239166e-10,2.115730986714468e-10,3.353516913688418e-10,5.458587031503322e-10,9.121000847736617e-10,1.5639845634311084e-09,2.7510446611937136e-09,4.962354750426697e-09,9.176033120128907e-09,1.7388148349712042e-08,3.3755089150306816e-08,6.710752419153958e-08,1.36587125935758e-07,2.8452308785349876e-07,6.063998297281717e-07,1.321907385111279e-06,2.9465371440743103e-06,6.713703940847837e-06,1.5632345458934376e-05,3.71853571273489e-05,9.034031500607139e-05,0.0002240943124675423,0.0005674128538001891,0.001466114343781307,0.0038647355600085528,0.010390575153370269,0.028484820838836862,0.07960298310236341,0.22671307759376708,0.6578792230062974,1.9446017038660215,5.853613956690898,17.939979088846677,55.96560474322991,177.67253232627627,573.8772757215892,1885.4656238259338,6299.725725963982,21400.89910447887,73901.79672009197,259356.4913026979
8,b3942,EG10511,726.0,9.151295629127747e-36,1.8691652149869948e-35,4.1064825011170754e-35,9.69426224107295e-35,2.4567105452739504e-34,6.676765041197722e-34,1.9441774237381887e-33,6.059746942197894e-33,2.0198500103449442e-32,7.193381486479287e-32,2.734674529019053e-31,1.1087965306187727e-30,4.790629070994417e-30,2.20370854880042e-29,1.0783721826789618e-28,5.608846197562908e-28,3.0982145699653727e-27,1.8160616312803632e-26,1.1287142057921357e-25,7.4324154334071265e-25,5.1812170533556474e-24,3.820828712665859e-23,2.9783812545040656e-22,2.4523228865379974e-21,2.1312382901140947e-20,1.9535759511638064e-19,1.887400020186901e-18,1.9205642135180767e-17,2.0569566446651882e-16,2.317167114754323e-15,2.7436845442959842e-14,3.4124667182642973e-13,4.455300394963606e-12,6.102120359386414e-11,8.762026953023493e-10,1.3181873272607985e-08,2.0764951071808148e-07,3.422962717115663e-06,5.9010708455702305e-05,0.00106331132701775,0.02001419451052846,0.3932914226114655,8.063871230276964,172.4181199760033,3842.317419021964,89194.6229589034
9,b4070,EG11781,478.0,3.916137502598626e-24,6.595189377655425e-24,1.163613791133729e-23,2.14943600760801e-23,4.154323475436707e-23,8.39588441190258e-23,1.7731980843704478e-22,3.9112091727314276e-22,9.004717415018785e-22,2.1626215875931224e-21,5.414923537197507e-21,1.412729974710136e-20,3.83829534304749e-20,1.0854029189376515e-19,3.192871667108863e-19,9.765125324064526e-19,3.1034980865462495e-18,1.0244180710102033e-17,3.510210493869769e-17,1.2479598431899397e-16,4.601125902360811e-16,1.7583743998690146e-15,6.9619848539807376e-15,2.8544541637289253e-14,1.2113736497509708e-13,5.318607277442519e-13,2.4148216475647792e-12,1.1333001597469102e-11,5.4952289857168906e-11,2.751810563995974e-10,1.4225148270275168e-09,7.587817567609152e-09,4.1746267946411694e-08,2.3679938807868378e-07,1.384298044085718e-06,8.336642696589109e-06,5.170043595168273e-05,0.0003300425494333123,0.0021679637056113755,0.014647934252169826,0.10176098293913023,0.7266197905442079,5.330854861722492,40.16937406830943,310.776978996371,2467.784837816762
10,b0613,G6339,292.0,0.0004904634851985772,0.0005468642190865822,0.0006294768075947896,0.0007476864507294032,0.0009160387510833549,0.0011571257149028552,0.0015063994983750952,0.00202030041340286,0.002790190290232043,0.003966635422658683,0.005802463444528763,0.008730473350805982,0.013506240427007892,0.021475384741115097,0.03508311039718371,0.05886390904301292,0.10140035987121099,0.17927389693647697,0.32518596240387593,0.6049728388688194,1.1539411397916524,2.255960953400816,4.518956554811702,9.271798494099865,19.479221891815218,41.891467098384,92.19181458162251,207.55842771961616,477.9031143764632,1125.0269737645913,2706.970450450335,6655.448107652013,16715.59152225196,42874.20086576398,112274.47723793937,300095.374906523,818493.0623485013,2277371.8067529583,6462543.778392718,18698752.064958982,55150797.56773152,165772701.4600263,507679651.69325286,1583714772.9559422,5031193639.084523,16273079746.012413
11,b2926,EG10703,387.0,8.59699789800687,10.595504185543279,13.61047490285773,18.21196852506702,25.370632693587268,36.77553386983967,55.43780542680403,86.86444043476422,141.3969473543056,238.9882277803559,419.2096284988621,762.7589849933885,1438.901478996382,2812.8844832619043,5695.638627698159,11939.833871362249,25901.09418746268,58117.0420361033,134821.43731094,323215.2259767152,800409.488724206,2046600.663407033,5400948.944606657,14704199.59162532,41282686.919339746,119473954.6372709,356273266.2664402,1094274875.0840518,3460459299.647047,11262596434.70885,37711730106.33594,129863042251.95743,459733530636.5075,1672556660281.6594,6251069408888.798,23992393398587.87,94533923869512.22,382250310206494.4,1585649966381025.0,6745612877256024.0,2.942032223626842e+16,1.3150571690039632e+17,6.02246458232209e+17,2.824876170792877e+18,1.356704041136486e+19,6.669575866979701e+19
12,b3426,EG10394,501.0,1.5542097882599092e-12,1.8114293445340882e-12,2.2308812913573522e-12,2.901014576204626e-12,3.98035455535067e-12,5.758068906813397e-12,8.776165652266626e-12,1.408315295944938e-11,2.3777214232326566e-11,4.2207672214419215e-11,7.87225182782453e-11,1.54168569101337e-10,3.1680964958549096e-10,6.826958528173705e-10,1.541725882809191e-09,3.6464216069337708e-09,9.026911477839545e-09,2.3375491397005123e-08,6.328082074239127e-08,1.789853766426439e-07,5.286218486746483e-07,1.6293202392498619e-06,5.237895629430523e-06,1.7553149958890208e-05,6.128629663455848e-05,0.00022281655579160366,0.0008430946213969524,0.00331835070516192,0.013578784956940034,0.057739224755892146,0.25499653491814267,1.169057484271645,5.561138448380442,27.435240925189536,140.30236425767816,743.4112593926567,4079.4427637595036,23173.014863325952,136200.71557746307,827940.7511005288,5202986.198054062,33787244.327614635,226628886.5772734,1569489423.2261066,11217675904.10074,82712649397.77983
13,b4042,EG10224,122.0,1.6081803781289566e-06,1.992806216039351e-06,2.505082168335933e-06,3.1938847917585053e-06,4.129257505056169e-06,5.412482619393935e-06,7.191351854068977e-06,9.683512825461025e-06,1.3212463986906887e-05,1.8263521273046305e-05,2.5571578192565277e-05,3.625989436791421e-05,5.206145833756276e-05,7.567507219781119e-05,0.00011134304833626611,0.0001657964508885332,0.00024981492701921454,0.0003808226680845289,0.0005872454953708509,0.0009158858443798203,0.0014445114707383301,0.0023035246208296866,0.0037135742828978374,0.00605138641129347,0.009965938759774315,0.016585174911039113,0.027886837194662728,0.04736914642913343,0.08127360864570535,0.14083242538105248,0.24643204738769872,0.4353877699777443,0.7765755101775175,1.3981838666261601,2.540759167944914,4.659374215608031,8.621911727092806,16.09678707252714,30.316772364251957,57.59490578738896,110.35510924940905,213.23510077167023,415.46469464204745,816.1513527725809,1616.2966599836172,3226.550948256979
